,Tipo da uva,Nome da uva,Ano,Kilogramas
1099,BRANCAS E ROSADAS,Muscat à Petits Grains,2020,8030
1100,BRANCAS E ROSADAS,Peverella,2020,15858
1101,BRANCAS E ROSADAS,Pinot Blanc,2020,3000
1102,BRANCAS E ROSADAS,Pinot Gris,2020,183818
1103,BRANCAS E ROSADAS,Prosecco,2020,4393451
1104,BRANCAS E ROSADAS,Riesling Italico,2020,3020102
1105,BRANCAS E ROSADAS,Riesling Renano,2020,108260
1106,BRANCAS E ROSADAS,Sauvignon Blanc(2),2020,818549
1107,BRANCAS E ROSADAS,Sauvignon Gris,2020,1028
1108,BRANCAS E ROSADAS,Semillon,2020,193760
1109,BRANCAS E ROSADAS,Schonburger,2020,14499
1110,BRANCAS E ROSADAS,Trebbiano,2020,4682326
1111,BRANCAS E ROSADAS,Trebbiano Toscano,2020,122512
1112,BRANCAS E ROSADAS,Verdelho,2020,1540
1113,BRANCAS E ROSADAS,Vernaccia,2020,95680
1114,BRANCAS E ROSADAS,Viognier,2020,531026
1115,TIN,TINTAS,2021,93296587
1116,TINTAS,Alicante Bouschet,2021,811140
1117,TINTAS,Ancelota,2021,6513974
1118,TINTAS,Arinarnoa,2021,2785609
1119,TINTAS,Aspirant Bouschet,2021,15691137
1120,TINTAS,Barbera,2021,437640
1121,TINTAS,Bonarda,2021,3110
1122,TINTAS,Cabernet Franc,2021,16626545
1123,TINTAS,Cabernet Sauvignon,2021,1857999
1124,TINTAS,Caladoc,2021,108600
1125,TINTAS,Carmenere,2021,76625
1126,TINTAS,Corvina,2021,69910
1127,TINTAS,Egiodola,2021,6322152
1128,TINTAS,Ekigaina,2021,2202348
1129,TINTAS,Gamay Beaujolais,2021,5375879
1130,TINTAS,Grenache,2021,1715870
1131,TINTAS,Lagrein,2021,94970
1132,TINTAS,Lambrusco,2021,3221972
1133,TINTAS,Malbec,2021,8502206
1134,TINTAS,Merlot,2021,494356
1135,TINTAS,Marselan,2021,154348
1136,TINTAS,Molinera,2021,569
1137,TINTAS,Montepulciano,2021,28485
1138,TINTAS,Moscato Bailey,2021,3541181
1139,TINTAS,Nebbiolo,2021,254738
1140,TINTAS,Petit Verdot,2021,277189
1141,TINTAS,Petite Sirah,2021,198152
1142,TINTAS,Pinotage,2021,1281674
1143,TINTAS,Pinot Noir,2021,6184345
1144,TINTAS,Rebo,2021,15912
1145,TINTAS,Refosco,2021,380
1146,TINTAS,Rondinella,2021,684860
1147,TINTAS,Ruby Cabernet,2021,78412
1148,TINTAS,Sangiovese,2021,3324793
1149,TINTAS,Tannat,2021,2634802
1150,TINTAS,Tempranillo,2021,968038
1151,TINTAS,Teroldego,2021,717757
1152,TINTAS,Touriga Nacional,2021,38910
1153,BRA,BRANCAS E ROSADAS,2021,71266239
1154,BRANCAS E ROSADAS,Alvarinho,2021,242238
1155,BRANCAS E ROSADAS,Chardonnay,2021,4200465
1156,BRANCAS E ROSADAS,Chenin Blanc,2021,49100
1157,BRANCAS E ROSADAS,Colombard,2021,97713
1158,BRANCAS E ROSADAS,Garganega,2021,439160
1159,BRANCAS E ROSADAS,Gewurztraminer,2021,3201453
1160,BRANCAS E ROSADAS,Italia (Pirovano 65) (PE),2021,1858705
1161,BRANCAS E ROSADAS,Malvasia Amarela,2021,3980
1162,BRANCAS E ROSADAS,Malvasia Bianca,2021,1165104
1163,BRANCAS E ROSADAS,Malvasia Verde,2021,3578
1164,BRANCAS E ROSADAS,Malvasia di Candia,2021,1544223
1165,BRANCAS E ROSADAS,Malvasia Istriana,2021,950
1166,BRANCAS E ROSADAS,Mistura de uvas viníferas branco,2021,12278
1167,BRANCAS E ROSADAS,Mistura de uvas viníferas rosado,2021,325922
1168,BRANCAS E ROSADAS,Moscato Branco,2021,12100995
1169,BRANCAS E ROSADAS,Moscato Canelli,2021,109714
1170,BRANCAS E ROSADAS,Moscato Giallo,2021,6365205
1171,BRANCAS E ROSADAS,Moscato Nazareno,2021,77912
1172,BRANCAS E ROSADAS,Moscato Bianco R2,2021,2920047
1173,BRANCAS E ROSADAS,Moscato de Alexandria,2021,431897
1174,BRANCAS E ROSADAS,Moscato Rosado,2021,15030
1175,BRANCAS E ROSADAS,Muscat à Petits Grains,2021,895346
1176,BRANCAS E ROSADAS,Petit Manseng,2021,570
1177,BRANCAS E ROSADAS,Peverella,2021,70925
1178,BRANCAS E ROSADAS,Pinot Gris,2021,79922
1179,BRANCAS E ROSADAS,Prosecco,2021,184218
1180,BRANCAS E ROSADAS,Riesling Italico,2021,20399648
1181,BRANCAS E ROSADAS,Riesling Renano,2021,13385970
1182,BRANCAS E ROSADAS,Sauvignon Blanc(2),2021,728633
1183,BRANCAS E ROSADAS,Semillon,2021,4000
1184,BRANCAS E ROSADAS,Schonburger,2021,5500
1185,BRANCAS E ROSADAS,Trebbiano,2021,67720
1186,BRANCAS E ROSADAS,Trebbiano Toscano,2021,184310
1187,BRANCAS E ROSADAS,Verdelho,2021,15503
1188,BRANCAS E ROSADAS,Viognier,2021,78305
