,data,pais_origem,continente_destino,pais_destino,litro,valor_usd,valor_real,real_projecao
690,2022-01-01,Brasil,América do Norte,Cuba,16,6,30.992894820717133,real
691,2022-01-01,Brasil,América Central,Curaçao,40673,66950,345829.051374502,real
692,2022-01-01,Brasil,Europa,Dinamarca,2,6,30.992894820717133,real
693,2022-01-01,Brasil,América Central,Dominica,1485,2223,11482.867531075697,real
694,2022-01-01,Brasil,Ásia,Emirados Arabes Unidos,4781,85465,441467.95930876496,real
695,2022-01-01,Brasil,América do Sul,Equador,135,210,1084.7513187250995,real
696,2022-01-01,Brasil,América do Norte,Estados Unidos,220373,447893,2313583.439989243,real
697,2022-01-01,Brasil,Ásia,Filipinas,375,790,4080.7311513944223,real
698,2022-01-01,Brasil,Europa,França,5694,25008,129178.385612749,real
699,2022-01-01,Brasil,África,Gana,35949,49304,254678.94770677292,real
700,2022-01-01,Brasil,América Central,Granada,5610,7914,40879.6282685259,real
701,2022-01-01,Brasil,Europa,Grécia,920,2426,12531.46047250996,real
702,2022-01-01,Brasil,América Central,Guatemala,1283,5350,27635.331215139442,real
703,2022-01-01,Brasil,América do Sul,Guiana,2064,5823,30078.604423505974,real
704,2022-01-01,Brasil,América do Sul,Guiana Francesa,22,18,92.97868446215139,real
705,2022-01-01,Brasil,América do Norte,Haiti,553503,741014,3827694.8271131474,real
706,2022-01-01,Brasil,Ásia,Hong Kong,9371,38218,197414.40904302787,real
707,2022-01-01,Brasil,Europa,Ilha de Man,165,641,3311.0742633466134,real
708,2022-01-01,Brasil,Ásia,India,247,1021,5273.957601992031,real
709,2022-01-01,Brasil,Ásia,Irã,47,90,464.893422310757,real
710,2022-01-01,Brasil,Europa,Itália,1129,6151,31772.88267370518,real
711,2022-01-01,Brasil,Ásia,Japão,37324,82208,424643.98290358565,real
712,2022-01-01,Brasil,África,Libéria,9145,34815,179836.27219721116,real
713,2022-01-01,Brasil,Europa,Luxemburgo,36,802,4142.7169410358565,real
714,2022-01-01,Brasil,Europa,Malta,3127,15587,80514.37526175298,real
715,2022-01-01,Brasil,Oceania,"Marshall, Ilhas",7240,27178,140387.48257290837,real
716,2022-01-01,Brasil,África,Moçambique,383,1927,9953.88471992032,real
717,2022-01-01,Brasil,América do Norte,México,6,33,170.46092151394421,real
718,2022-01-01,Brasil,África,Nigéria,32234,50283,259735.95504501992,real
719,2022-01-01,Brasil,Europa,Noruega,2711,40316,208251.59126533865,real
720,2022-01-01,Brasil,Oceania,Nova Zelândia,63,156,805.8152653386454,real
721,2022-01-01,Brasil,Ásia,Omã,194,670,3460.8732549800798,real
722,2022-01-01,Brasil,América Central,Panamá,11490,49392,255133.51016414343,real
723,2022-01-01,Brasil,América do Sul,Paraguai,5076670,7156293,36965706.042539045,real
724,2022-01-01,Brasil,Europa,Países Baixos,7034,37240,192362.567187251,real
725,2022-01-01,Brasil,Europa,Portugal,1918,7613,39324.81804501992,real
726,2022-01-01,Brasil,África,Quênia,1440,2080,10744.203537848605,real
727,2022-01-01,Brasil,Europa,Reino Unido,18835,138154,713632.0651768924,real
728,2022-01-01,Brasil,Europa,Rússia,66046,118618,612719.1996406375,real
729,2022-01-01,Brasil,África,Serra Leoa,8101,15182,78422.35486135459,real
730,2022-01-01,Brasil,Ásia,Singapura,4322,15434,79724.0564438247,real
731,2022-01-01,Brasil,América do Sul,Suriname,1225,3360,17356.021099601592,real
732,2022-01-01,Brasil,Europa,Suécia,5,18,92.97868446215139,real
733,2022-01-01,Brasil,Europa,Suíça,1584,20863,107767.46077410359,real
734,2022-01-01,Brasil,América Central,São Vicente e Granadinas,20,51,263.4396059760956,real
735,2022-01-01,Brasil,Ásia,Tailândia,432,1713,8848.47147131474,real
736,2022-01-01,Brasil,Ásia,Taiwan (FORMOSA),25,277,1430.8386442231076,real
737,2022-01-01,Brasil,Europa,"Tcheca, República",1305,9997,51639.32825378486,real
738,2022-01-01,Brasil,África,Togo,17317,25608,132277.6750948207,real
739,2022-01-01,Brasil,Ásia,Turquia,418,503,2598.2376824701196,real
740,2022-01-01,Brasil,América do Sul,Uruguai,637117,997367,5151881.754775697,real
741,2022-01-01,Brasil,América do Sul,Venezuela,23220,32351,167108.52339083666,real
742,2022-01-01,Brasil,Ásia,Vietnã,130,277,1430.8386442231076,real
743,2022-01-01,Brasil,Europa,Áustria,6,212,1095.0822836653385,real
