,Data,Tipo da uva,Nome da uva,Kilogramas
952,2019-01-01,TINTAS,Pinot Noir,0
953,2019-01-01,TINTAS,Pinot Saint George,0
954,2019-01-01,TINTAS,Piriquita,0
955,2019-01-01,TINTAS,Rebo,0
956,2019-01-01,TINTAS,Refosco,0
957,2019-01-01,TINTAS,Rondinella,0
958,2019-01-01,TINTAS,Ruby Cabernet,0
959,2019-01-01,TINTAS,Sangiovese,0
960,2019-01-01,TINTAS,Sira (falsa),0
961,2019-01-01,TINTAS,Tannat,0
962,2019-01-01,TINTAS,Tempranillo,0
963,2019-01-01,TINTAS,Teroldego,0
964,2019-01-01,TINTAS,Torrontes,0
965,2019-01-01,TINTAS,Tinta Barroca,0
966,2019-01-01,TINTAS,Touriga Francesa,0
967,2019-01-01,TINTAS,Touriga Nacional,0
968,2019-01-01,TINTAS,Tinta Madeira,0
969,2019-01-01,TINTAS,Tintoria,0
970,2019-01-01,TINTAS,Trincdeira,0
971,2019-01-01,TINTAS,Trousseau,0
972,2019-01-01,TINTAS,Zinfandel,0
973,2019-01-01,TINTAS,Outras1,0
974,2019-01-01,BRA,BRANCAS E ROSADAS,0
975,2019-01-01,BRANCAS E ROSADAS,Aliatico,0
976,2019-01-01,BRANCAS E ROSADAS,Aligote,0
977,2019-01-01,BRANCAS E ROSADAS,Altesse,0
978,2019-01-01,BRANCAS E ROSADAS,Alvarinho,0
979,2019-01-01,BRANCAS E ROSADAS,Arriloba,0
980,2019-01-01,BRANCAS E ROSADAS,Auxerrois,0
981,2019-01-01,BRANCAS E ROSADAS,Burger,0
982,2019-01-01,BRANCAS E ROSADAS,Chardonnay,0
983,2019-01-01,BRANCAS E ROSADAS,Chasselas,0
984,2019-01-01,BRANCAS E ROSADAS,Chenin Blanc,0
985,2019-01-01,BRANCAS E ROSADAS,Clairette(1),0
986,2019-01-01,BRANCAS E ROSADAS,Colombard,0
987,2019-01-01,BRANCAS E ROSADAS,Flora,0
988,2019-01-01,BRANCAS E ROSADAS,Garganega,0
989,2019-01-01,BRANCAS E ROSADAS,Gewurztraminer,0
990,2019-01-01,BRANCAS E ROSADAS,Gouveio,0
991,2019-01-01,BRANCAS E ROSADAS,Gros Manseng,0
992,2019-01-01,BRANCAS E ROSADAS,Italia (Pirovano 65) (PE),0
993,2019-01-01,BRANCAS E ROSADAS,Maccabeo,0
994,2019-01-01,BRANCAS E ROSADAS,Malvasia,0
995,2019-01-01,BRANCAS E ROSADAS,Malvasia Amarela,0
996,2019-01-01,BRANCAS E ROSADAS,Malvasia Bianca,0
997,2019-01-01,BRANCAS E ROSADAS,Malvasia Chianti,0
998,2019-01-01,BRANCAS E ROSADAS,Malvasia Verde,0
999,2019-01-01,BRANCAS E ROSADAS,Malvasia di Candia,0
1000,2019-01-01,BRANCAS E ROSADAS,Malvasia Istriana,0
1001,2019-01-01,BRANCAS E ROSADAS,Mistura de uvas viníferas branco,0
1002,2019-01-01,BRANCAS E ROSADAS,Mistura de uvas viníferas rosado,0
1003,2019-01-01,BRANCAS E ROSADAS,Moscato Branco,0
1004,2019-01-01,BRANCAS E ROSADAS,Moscato Canelli,0
1005,2019-01-01,BRANCAS E ROSADAS,Moscato Giallo,0
1006,2019-01-01,BRANCAS E ROSADAS,Moscato Nazareno,0
1007,2019-01-01,BRANCAS E ROSADAS,Moscato Bianco R2,0
1008,2019-01-01,BRANCAS E ROSADAS,Moscato de Alexandria,0
1009,2019-01-01,BRANCAS E ROSADAS,Moscato Rosado,0
1010,2019-01-01,BRANCAS E ROSADAS,Muscat à Petits Grains,0
1011,2019-01-01,BRANCAS E ROSADAS,Muller Thurgau,0
1012,2019-01-01,BRANCAS E ROSADAS,Muscadelle,0
1013,2019-01-01,BRANCAS E ROSADAS,Ora,0
1014,2019-01-01,BRANCAS E ROSADAS,Palomino,0
1015,2019-01-01,BRANCAS E ROSADAS,Petit Manseng,0
1016,2019-01-01,BRANCAS E ROSADAS,Peverella,0
1017,2019-01-01,BRANCAS E ROSADAS,Pinot Blanc,0
1018,2019-01-01,BRANCAS E ROSADAS,Pinot Gris,0
1019,2019-01-01,BRANCAS E ROSADAS,Prosecco,0
1020,2019-01-01,BRANCAS E ROSADAS,Red Veltliner,0
1021,2019-01-01,BRANCAS E ROSADAS,Riesling Italico,0
1022,2019-01-01,BRANCAS E ROSADAS,Riesling Renano,0
1023,2019-01-01,BRANCAS E ROSADAS,Sauvignon Blanc(2),0
1024,2019-01-01,BRANCAS E ROSADAS,Sauvignon Gris,0
1025,2019-01-01,BRANCAS E ROSADAS,Seara Nova,0
1026,2019-01-01,BRANCAS E ROSADAS,Semillon,0
1027,2019-01-01,BRANCAS E ROSADAS,Schonburger,0
1028,2019-01-01,BRANCAS E ROSADAS,Sylvaner,0
1029,2019-01-01,BRANCAS E ROSADAS,Tocai Friulano,0
1030,2019-01-01,BRANCAS E ROSADAS,Trebbiano,0
1031,2019-01-01,BRANCAS E ROSADAS,Trebbiano Toscano,0
1032,2019-01-01,BRANCAS E ROSADAS,Verdea,0
1033,2019-01-01,BRANCAS E ROSADAS,Verdelho,0
1034,2019-01-01,BRANCAS E ROSADAS,Verdiso,0
1035,2019-01-01,BRANCAS E ROSADAS,Vermentino,0
1036,2019-01-01,BRANCAS E ROSADAS,Vernaccia,0
1037,2019-01-01,BRANCAS E ROSADAS,Viognier,0
1038,2019-01-01,BRANCAS E ROSADAS,Outras(3),0
1039,2020-01-01,TIN,TINTAS,28003505
1040,2020-01-01,TINTAS,Alicante Bouschet,2272985
1041,2020-01-01,TINTAS,Ancelota,481402
1042,2020-01-01,TINTAS,Arinarnoa,90860
1043,2020-01-01,TINTAS,Aspirant Bouschet,34513
1044,2020-01-01,TINTAS,Barbera,12349
1045,2020-01-01,TINTAS,Cabernet Franc,1506219
1046,2020-01-01,TINTAS,Cabernet Sauvignon,5889427
1047,2020-01-01,TINTAS,Caladoc,5230
1048,2020-01-01,TINTAS,Carmenere,184268
1049,2020-01-01,TINTAS,Corvina,2220
1050,2020-01-01,TINTAS,Egiodola,1067591
1051,2020-01-01,TINTAS,Ekigaina,1990
1052,2020-01-01,TINTAS,Freisa,25330
1053,2020-01-01,TINTAS,Gamay Beaujolais,143278
1054,2020-01-01,TINTAS,Grenache,1130
1055,2020-01-01,TINTAS,Lagrein,3020
1056,2020-01-01,TINTAS,Lambrusco,29320
1057,2020-01-01,TINTAS,Malbec,493966
1058,2020-01-01,TINTAS,Merlot,6010486
1059,2020-01-01,TINTAS,Marselan,449156
1060,2020-01-01,TINTAS,Molinera,2198
1061,2020-01-01,TINTAS,Montepulciano,22968
1062,2020-01-01,TINTAS,Moscato Bailey,206348
1063,2020-01-01,TINTAS,Nebbiolo,8642
1064,2020-01-01,TINTAS,Petit Verdot,228503
1065,2020-01-01,TINTAS,Petite Sirah,174949
1066,2020-01-01,TINTAS,Pinotage,302532
1067,2020-01-01,TINTAS,Pinot Noir,3588106
1068,2020-01-01,TINTAS,Rebo,177172
1069,2020-01-01,TINTAS,Rondinella,2340
1070,2020-01-01,TINTAS,Ruby Cabernet,218783
1071,2020-01-01,TINTAS,Sangiovese,85292
1072,2020-01-01,TINTAS,Tannat,3571972
1073,2020-01-01,TINTAS,Tempranillo,442330
1074,2020-01-01,TINTAS,Teroldego,106764
1075,2020-01-01,TINTAS,Torrontes,9700
1076,2020-01-01,TINTAS,Touriga Nacional,150166
1077,2020-01-01,BRA,BRANCAS E ROSADAS,41004206
1078,2020-01-01,BRANCAS E ROSADAS,Alvarinho,46574
1079,2020-01-01,BRANCAS E ROSADAS,Arriloba,2940
1080,2020-01-01,BRANCAS E ROSADAS,Chardonnay,6514864
1081,2020-01-01,BRANCAS E ROSADAS,Chenin Blanc,465377
1082,2020-01-01,BRANCAS E ROSADAS,Colombard,467614
1083,2020-01-01,BRANCAS E ROSADAS,Garganega,540
1084,2020-01-01,BRANCAS E ROSADAS,Gewurztraminer,192058
1085,2020-01-01,BRANCAS E ROSADAS,Gros Manseng,6296
1086,2020-01-01,BRANCAS E ROSADAS,Italia (Pirovano 65) (PE),200
1087,2020-01-01,BRANCAS E ROSADAS,Malvasia Amarela,24440
1088,2020-01-01,BRANCAS E ROSADAS,Malvasia Bianca,494343
1089,2020-01-01,BRANCAS E ROSADAS,Malvasia Verde,26597
1090,2020-01-01,BRANCAS E ROSADAS,Malvasia di Candia,3389071
1091,2020-01-01,BRANCAS E ROSADAS,Malvasia Istriana,1090
1092,2020-01-01,BRANCAS E ROSADAS,Moscato Branco,11868851
1093,2020-01-01,BRANCAS E ROSADAS,Moscato Canelli,138482
1094,2020-01-01,BRANCAS E ROSADAS,Moscato Giallo,1597829
1095,2020-01-01,BRANCAS E ROSADAS,Moscato Nazareno,554762
1096,2020-01-01,BRANCAS E ROSADAS,Moscato Bianco R2,864917
1097,2020-01-01,BRANCAS E ROSADAS,Moscato de Alexandria,153442
1098,2020-01-01,BRANCAS E ROSADAS,Moscato Rosado,500
1099,2020-01-01,BRANCAS E ROSADAS,Muscat à Petits Grains,8030
1100,2020-01-01,BRANCAS E ROSADAS,Peverella,15858
1101,2020-01-01,BRANCAS E ROSADAS,Pinot Blanc,3000
1102,2020-01-01,BRANCAS E ROSADAS,Pinot Gris,183818
1103,2020-01-01,BRANCAS E ROSADAS,Prosecco,4393451
1104,2020-01-01,BRANCAS E ROSADAS,Riesling Italico,3020102
1105,2020-01-01,BRANCAS E ROSADAS,Riesling Renano,108260
1106,2020-01-01,BRANCAS E ROSADAS,Sauvignon Blanc(2),818549
1107,2020-01-01,BRANCAS E ROSADAS,Sauvignon Gris,1028
1108,2020-01-01,BRANCAS E ROSADAS,Semillon,193760
1109,2020-01-01,BRANCAS E ROSADAS,Schonburger,14499
1110,2020-01-01,BRANCAS E ROSADAS,Trebbiano,4682326
1111,2020-01-01,BRANCAS E ROSADAS,Trebbiano Toscano,122512
1112,2020-01-01,BRANCAS E ROSADAS,Verdelho,1540
1113,2020-01-01,BRANCAS E ROSADAS,Vernaccia,95680
1114,2020-01-01,BRANCAS E ROSADAS,Viognier,531026
1115,2021-01-01,TIN,TINTAS,93296587
1116,2021-01-01,TINTAS,Alicante Bouschet,811140
1117,2021-01-01,TINTAS,Ancelota,6513974
1118,2021-01-01,TINTAS,Arinarnoa,2785609
1119,2021-01-01,TINTAS,Aspirant Bouschet,15691137
1120,2021-01-01,TINTAS,Barbera,437640
1121,2021-01-01,TINTAS,Bonarda,3110
1122,2021-01-01,TINTAS,Cabernet Franc,16626545
1123,2021-01-01,TINTAS,Cabernet Sauvignon,1857999
1124,2021-01-01,TINTAS,Caladoc,108600
1125,2021-01-01,TINTAS,Carmenere,76625
1126,2021-01-01,TINTAS,Corvina,69910
1127,2021-01-01,TINTAS,Egiodola,6322152
1128,2021-01-01,TINTAS,Ekigaina,2202348
1129,2021-01-01,TINTAS,Gamay Beaujolais,5375879
1130,2021-01-01,TINTAS,Grenache,1715870
1131,2021-01-01,TINTAS,Lagrein,94970
1132,2021-01-01,TINTAS,Lambrusco,3221972
1133,2021-01-01,TINTAS,Malbec,8502206
1134,2021-01-01,TINTAS,Merlot,494356
1135,2021-01-01,TINTAS,Marselan,154348
1136,2021-01-01,TINTAS,Molinera,569
1137,2021-01-01,TINTAS,Montepulciano,28485
1138,2021-01-01,TINTAS,Moscato Bailey,3541181
1139,2021-01-01,TINTAS,Nebbiolo,254738
1140,2021-01-01,TINTAS,Petit Verdot,277189
1141,2021-01-01,TINTAS,Petite Sirah,198152
1142,2021-01-01,TINTAS,Pinotage,1281674
1143,2021-01-01,TINTAS,Pinot Noir,6184345
1144,2021-01-01,TINTAS,Rebo,15912
1145,2021-01-01,TINTAS,Refosco,380
1146,2021-01-01,TINTAS,Rondinella,684860
1147,2021-01-01,TINTAS,Ruby Cabernet,78412
1148,2021-01-01,TINTAS,Sangiovese,3324793
1149,2021-01-01,TINTAS,Tannat,2634802
1150,2021-01-01,TINTAS,Tempranillo,968038
1151,2021-01-01,TINTAS,Teroldego,717757
1152,2021-01-01,TINTAS,Touriga Nacional,38910
1153,2021-01-01,BRA,BRANCAS E ROSADAS,71266239
1154,2021-01-01,BRANCAS E ROSADAS,Alvarinho,242238
1155,2021-01-01,BRANCAS E ROSADAS,Chardonnay,4200465
1156,2021-01-01,BRANCAS E ROSADAS,Chenin Blanc,49100
1157,2021-01-01,BRANCAS E ROSADAS,Colombard,97713
1158,2021-01-01,BRANCAS E ROSADAS,Garganega,439160
1159,2021-01-01,BRANCAS E ROSADAS,Gewurztraminer,3201453
1160,2021-01-01,BRANCAS E ROSADAS,Italia (Pirovano 65) (PE),1858705
1161,2021-01-01,BRANCAS E ROSADAS,Malvasia Amarela,3980
1162,2021-01-01,BRANCAS E ROSADAS,Malvasia Bianca,1165104
1163,2021-01-01,BRANCAS E ROSADAS,Malvasia Verde,3578
1164,2021-01-01,BRANCAS E ROSADAS,Malvasia di Candia,1544223
1165,2021-01-01,BRANCAS E ROSADAS,Malvasia Istriana,950
1166,2021-01-01,BRANCAS E ROSADAS,Mistura de uvas viníferas branco,12278
1167,2021-01-01,BRANCAS E ROSADAS,Mistura de uvas viníferas rosado,325922
1168,2021-01-01,BRANCAS E ROSADAS,Moscato Branco,12100995
1169,2021-01-01,BRANCAS E ROSADAS,Moscato Canelli,109714
1170,2021-01-01,BRANCAS E ROSADAS,Moscato Giallo,6365205
1171,2021-01-01,BRANCAS E ROSADAS,Moscato Nazareno,77912
1172,2021-01-01,BRANCAS E ROSADAS,Moscato Bianco R2,2920047
1173,2021-01-01,BRANCAS E ROSADAS,Moscato de Alexandria,431897
1174,2021-01-01,BRANCAS E ROSADAS,Moscato Rosado,15030
1175,2021-01-01,BRANCAS E ROSADAS,Muscat à Petits Grains,895346
1176,2021-01-01,BRANCAS E ROSADAS,Petit Manseng,570
1177,2021-01-01,BRANCAS E ROSADAS,Peverella,70925
1178,2021-01-01,BRANCAS E ROSADAS,Pinot Gris,79922
1179,2021-01-01,BRANCAS E ROSADAS,Prosecco,184218
1180,2021-01-01,BRANCAS E ROSADAS,Riesling Italico,20399648
1181,2021-01-01,BRANCAS E ROSADAS,Riesling Renano,13385970
1182,2021-01-01,BRANCAS E ROSADAS,Sauvignon Blanc(2),728633
1183,2021-01-01,BRANCAS E ROSADAS,Semillon,4000
1184,2021-01-01,BRANCAS E ROSADAS,Schonburger,5500
1185,2021-01-01,BRANCAS E ROSADAS,Trebbiano,67720
1186,2021-01-01,BRANCAS E ROSADAS,Trebbiano Toscano,184310
1187,2021-01-01,BRANCAS E ROSADAS,Verdelho,15503
1188,2021-01-01,BRANCAS E ROSADAS,Viognier,78305
