,data,pais_origem,populacao
743,2010-01-01,Jordânia,6842204
744,2011-01-01,Jordânia,7020313
745,2012-01-01,Jordânia,7199646
746,2013-01-01,Jordânia,722408
747,2014-01-01,Jordânia,8165548
748,2015-01-01,Jordânia,9150504
749,2016-01-01,Jordânia,9837989
750,2017-01-01,Jordânia,10091322
751,2018-01-01,Jordânia,10339441
752,2019-01-01,Jordânia,1058029
753,2020-01-01,Jordânia,10817077
754,2021-01-01,Jordânia,11040365
755,2022-01-01,Jordânia,1125619
756,2023-01-01,Jordânia,11315547
757,2024-01-01,Jordânia,11358558
758,2025-01-01,Jordânia,11411285
759,2026-01-01,Jordânia,11472944
760,2007-01-01,Omã,2583205
761,2008-01-01,Omã,2628196
762,2009-01-01,Omã,2673861
763,2010-01-01,Omã,2721213
764,2011-01-01,Omã,3042616
765,2012-01-01,Omã,3371124
766,2013-01-01,Omã,3700033
767,2014-01-01,Omã,3933327
768,2015-01-01,Omã,4085208
769,2016-01-01,Omã,4298345
770,2017-01-01,Omã,4497795
771,2018-01-01,Omã,4585913
772,2019-01-01,Omã,46164
773,2020-01-01,Omã,4589136
774,2021-01-01,Omã,4497661
775,2022-01-01,Omã,4543281
776,2023-01-01,Omã,4609315
777,2024-01-01,Omã,4679453
778,2025-01-01,Omã,4747653
779,2026-01-01,Omã,4813758
780,2007-01-01,Catar,1122567
781,2008-01-01,Catar,134122
782,2009-01-01,Catar,1547335
783,2010-01-01,Catar,1673214
784,2011-01-01,Catar,1753793
785,2012-01-01,Catar,185455
786,2013-01-01,Catar,195677
787,2014-01-01,Catar,2114231
788,2015-01-01,Catar,2314698
789,2016-01-01,Catar,2514447
790,2017-01-01,Catar,2675885
791,2018-01-01,Catar,2747624
792,2019-01-01,Catar,278584
793,2020-01-01,Catar,282863
794,2021-01-01,Catar,269214
795,2022-01-01,Catar,268433
796,2023-01-01,Catar,2705914
797,2024-01-01,Catar,2726868
798,2025-01-01,Catar,2747255
799,2026-01-01,Catar,2767186
800,2007-01-01,Turquia,70044091
801,2008-01-01,Turquia,70893647
802,2009-01-01,Turquia,71747804
803,2010-01-01,Turquia,72703473
804,2011-01-01,Turquia,73687217
805,2012-01-01,Turquia,74660491
806,2013-01-01,Turquia,75894387
807,2014-01-01,Turquia,77257848
808,2015-01-01,Turquia,78966299
809,2016-01-01,Turquia,80326058
810,2017-01-01,Turquia,81712731
811,2018-01-01,Turquia,82466922
812,2019-01-01,Turquia,83151687
813,2020-01-01,Turquia,83811681
814,2021-01-01,Turquia,84459174
815,2022-01-01,Turquia,85091633
816,2023-01-01,Turquia,85590849
817,2024-01-01,Turquia,86041549
818,2025-01-01,Turquia,86479284
819,2026-01-01,Turquia,86913668
820,2007-01-01,Emirados Árabes Unidos,5319176
821,2008-01-01,Emirados Árabes Unidos,6426072
822,2009-01-01,Emirados Árabes Unidos,7551297
823,2010-01-01,Emirados Árabes Unidos,8433991
824,2011-01-01,Emirados Árabes Unidos,8529551
825,2012-01-01,Emirados Árabes Unidos,8620859
826,2013-01-01,Emirados Árabes Unidos,870908
827,2014-01-01,Emirados Árabes Unidos,8794615
828,2015-01-01,Emirados Árabes Unidos,8877288
829,2016-01-01,Emirados Árabes Unidos,895651
830,2017-01-01,Emirados Árabes Unidos,9032016
831,2018-01-01,Emirados Árabes Unidos,9104575
832,2019-01-01,Emirados Árabes Unidos,9175764
833,2020-01-01,Emirados Árabes Unidos,924755
834,2021-01-01,Emirados Árabes Unidos,9327028
835,2022-01-01,Emirados Árabes Unidos,9403261
836,2023-01-01,Emirados Árabes Unidos,9478996
837,2024-01-01,Emirados Árabes Unidos,9554746
838,2025-01-01,Emirados Árabes Unidos,9628961
839,2026-01-01,Emirados Árabes Unidos,9701678
840,2007-01-01,Bulgária,7742178
841,2008-01-01,Bulgária,7695893
842,2009-01-01,Bulgária,7653933
843,2010-01-01,Bulgária,7615538
844,2011-01-01,Bulgária,7569007
845,2012-01-01,Bulgária,7517253
846,2013-01-01,Bulgária,7459435
847,2014-01-01,Bulgária,74029
848,2015-01-01,Bulgária,7341383
849,2016-01-01,Bulgária,7277124
850,2017-01-01,Bulgária,7214825
851,2018-01-01,Bulgária,7150032
852,2019-01-01,Bulgária,7084829
853,2020-01-01,Bulgária,7020235
854,2021-01-01,Bulgária,6938114
855,2022-01-01,Bulgária,6833621
856,2023-01-01,Bulgária,6730285
857,2024-01-01,Bulgária,6645149
858,2025-01-01,Bulgária,6592081
859,2026-01-01,Bulgária,6538299
860,2007-01-01,República Tcheca,10319053
861,2008-01-01,República Tcheca,10356605
862,2009-01-01,República Tcheca,10400561
863,2010-01-01,República Tcheca,10442459
864,2011-01-01,República Tcheca,10487039
865,2012-01-01,República Tcheca,10505718
866,2013-01-01,República Tcheca,10516411
867,2014-01-01,República Tcheca,10512694
868,2015-01-01,República Tcheca,10521669
869,2016-01-01,República Tcheca,10525926
870,2017-01-01,República Tcheca,10529255
871,2018-01-01,República Tcheca,10533355
872,2019-01-01,República Tcheca,10535831
873,2020-01-01,República Tcheca,10537911
874,2021-01-01,República Tcheca,10523996
875,2022-01-01,República Tcheca,10497505
876,2023-01-01,República Tcheca,10490467
877,2024-01-01,República Tcheca,10500123
878,2025-01-01,República Tcheca,10507344
879,2026-01-01,República Tcheca,10512586
880,2007-01-01,Hungria,10051465
881,2008-01-01,Hungria,10030878
882,2009-01-01,Hungria,10016142
883,2010-01-01,Hungria,10001017
884,2011-01-01,Hungria,9972633
885,2012-01-01,Hungria,9933856
886,2013-01-01,Hungria,9910398
887,2014-01-01,Hungria,9878881
888,2015-01-01,Hungria,9856921
889,2016-01-01,Hungria,9831571
890,2017-01-01,Hungria,9798638
891,2018-01-01,Hungria,9779244
892,2019-01-01,Hungria,9773471
893,2020-01-01,Hungria,977012
894,2021-01-01,Hungria,9731025
895,2022-01-01,Hungria,9688547
896,2023-01-01,Hungria,10246068
897,2024-01-01,Hungria,1006641
898,2025-01-01,Hungria,9923575
899,2026-01-01,Hungria,9818165
900,2007-01-01,Polônia,38528766
901,2008-01-01,Polônia,38514981
902,2009-01-01,Polônia,38530784
903,2010-01-01,Polônia,38579785
904,2011-01-01,Polônia,38614921
905,2012-01-01,Polônia,38626773
906,2013-01-01,Polônia,38624974
907,2014-01-01,Polônia,38589731
908,2015-01-01,Polônia,38574014
909,2016-01-01,Polônia,38532278
910,2017-01-01,Polônia,38531947
911,2018-01-01,Polônia,38533677
912,2019-01-01,Polônia,38509236
913,2020-01-01,Polônia,38477966
914,2021-01-01,Polônia,38378767
915,2022-01-01,Polônia,38236684
916,2023-01-01,Polônia,41477607
917,2024-01-01,Polônia,40574528
918,2025-01-01,Polônia,39868923
919,2026-01-01,Polônia,39364536
920,2007-01-01,Rússia,143160192
921,2008-01-01,Rússia,143075194
922,2009-01-01,Rússia,143097904
923,2010-01-01,Rússia,143229382
924,2011-01-01,Rússia,143255816
925,2012-01-01,Rússia,143473269
926,2013-01-01,Rússia,143785455
927,2014-01-01,Rússia,144128277
928,2015-01-01,Rússia,144441863
929,2016-01-01,Rússia,144894916
930,2017-01-01,Rússia,145323397
931,2018-01-01,Rússia,145581675
932,2019-01-01,Rússia,14572291
933,2020-01-01,Rússia,145761663
934,2021-01-01,Rússia,145472994
935,2022-01-01,Rússia,144732516
936,2023-01-01,Rússia,144694112
937,2024-01-01,Rússia,144194606
938,2025-01-01,Rússia,143719551
939,2026-01-01,Rússia,143268869
940,2007-01-01,República Eslovaca,537775
941,2008-01-01,República Eslovaca,5379014
942,2009-01-01,República Eslovaca,5384257
943,2010-01-01,República Eslovaca,5393596
944,2011-01-01,República Eslovaca,5399252
945,2012-01-01,República Eslovaca,5406107
946,2013-01-01,República Eslovaca,541246
947,2014-01-01,República Eslovaca,5417018
948,2015-01-01,República Eslovaca,542212
949,2016-01-01,República Eslovaca,5426769
950,2017-01-01,República Eslovaca,5435638
951,2018-01-01,República Eslovaca,5443195
952,2019-01-01,República Eslovaca,5450296
953,2020-01-01,República Eslovaca,5457552
954,2021-01-01,República Eslovaca,5455809
955,2022-01-01,República Eslovaca,5439435
956,2023-01-01,República Eslovaca,5847471
957,2024-01-01,República Eslovaca,5742927
958,2025-01-01,República Eslovaca,5662737
959,2026-01-01,República Eslovaca,5607331
960,2007-01-01,Dinamarca,5468779
961,2008-01-01,Dinamarca,5490665
962,2009-01-01,Dinamarca,5514837
963,2010-01-01,Dinamarca,5538067
964,2011-01-01,Dinamarca,556363
965,2012-01-01,Dinamarca,5588402
966,2013-01-01,Dinamarca,5613517
967,2014-01-01,Dinamarca,5637252
968,2015-01-01,Dinamarca,5664053
969,2016-01-01,Dinamarca,5691539
970,2017-01-01,Dinamarca,5722175
971,2018-01-01,Dinamarca,5752394
972,2019-01-01,Dinamarca,5780978
973,2020-01-01,Dinamarca,5810778
974,2021-01-01,Dinamarca,5840504
975,2022-01-01,Dinamarca,5867977
976,2023-01-01,Dinamarca,5896546
977,2024-01-01,Dinamarca,592528
978,2025-01-01,Dinamarca,5954111
979,2026-01-01,Dinamarca,5982822
980,2007-01-01,Estônia,134282
981,2008-01-01,Estônia,1338329
982,2009-01-01,Estônia,1335693
983,2010-01-01,Estônia,133341
984,2011-01-01,Estônia,132966
985,2012-01-01,Estônia,1325198
986,2013-01-01,Estônia,1320166
987,2014-01-01,Estônia,1315797
988,2015-01-01,Estônia,1313255
989,2016-01-01,Estônia,1316058
990,2017-01-01,Estônia,1315793
991,2018-01-01,Estônia,1319304
992,2019-01-01,Estônia,1324991
993,2020-01-01,Estônia,1329086
994,2021-01-01,Estônia,1329802
995,2022-01-01,Estônia,13276
996,2023-01-01,Estônia,1324524
997,2024-01-01,Estônia,1321007
998,2025-01-01,Estônia,1317075
999,2026-01-01,Estônia,1312725
1000,2007-01-01,Finlândia,5276942
1001,2008-01-01,Finlândia,5300436
1002,2009-01-01,Finlândia,5326265
1003,2010-01-01,Finlândia,5351365
1004,2011-01-01,Finlândia,5375178
1005,2012-01-01,Finlândia,5401154
1006,2013-01-01,Finlândia,5426563
1007,2014-01-01,Finlândia,545118
1008,2015-01-01,Finlândia,5471699
1009,2016-01-01,Finlândia,5487223
1010,2017-01-01,Finlândia,5503215
1011,2018-01-01,Finlândia,5513064
1012,2019-01-01,Finlândia,5517858
1013,2020-01-01,Finlândia,5525215
1014,2021-01-01,Finlândia,5533721
1015,2022-01-01,Finlândia,5538263
1016,2023-01-01,Finlândia,5543228
1017,2024-01-01,Finlândia,5547721
1018,2025-01-01,Finlândia,5552051
1019,2026-01-01,Finlândia,555592
1020,2007-01-01,Irlanda,4300131
1021,2008-01-01,Irlanda,4419537
1022,2009-01-01,Irlanda,4485248
1023,2010-01-01,Irlanda,4514337
1024,2011-01-01,Irlanda,4534833
1025,2012-01-01,Irlanda,4554169
1026,2013-01-01,Irlanda,4574931
1027,2014-01-01,Irlanda,4602733
1028,2015-01-01,Irlanda,4641602
1029,2016-01-01,Irlanda,4689918
1030,2017-01-01,Irlanda,4741657
1031,2018-01-01,Irlanda,480205
1032,2019-01-01,Irlanda,4866964
1033,2020-01-01,Irlanda,4925074
1034,2021-01-01,Irlanda,4967164
1035,2022-01-01,Irlanda,5005888
1036,2023-01-01,Irlanda,5040329
1037,2024-01-01,Irlanda,507354
1038,2025-01-01,Irlanda,5105416
1039,2026-01-01,Irlanda,5136318
1040,2007-01-01,Ilha de Man,80662
1041,2008-01-01,Ilha de Man,81539
1042,2009-01-01,Ilha de Man,82455
1043,2010-01-01,Ilha de Man,83374
1044,2011-01-01,Ilha de Man,84282
1045,2012-01-01,Ilha de Man,84417
1046,2013-01-01,Ilha de Man,84259
1047,2014-01-01,Ilha de Man,84028
1048,2015-01-01,Ilha de Man,83764
1049,2016-01-01,Ilha de Man,83422
1050,2017-01-01,Ilha de Man,83477
1051,2018-01-01,Ilha de Man,83683
1052,2019-01-01,Ilha de Man,83868
1053,2020-01-01,Ilha de Man,83998
1054,2021-01-01,Ilha de Man,84093
1055,2022-01-01,Ilha de Man,84434
1056,2023-01-01,Ilha de Man,84605
1057,2024-01-01,Ilha de Man,84815
1058,2025-01-01,Ilha de Man,84993
1059,2026-01-01,Ilha de Man,85172
1060,2007-01-01,Letônia,2189609
1061,2008-01-01,Letônia,2162497
1062,2009-01-01,Letônia,2138327
1063,2010-01-01,Letônia,2114202
1064,2011-01-01,Letônia,2088859
1065,2012-01-01,Letônia,2065089
1066,2013-01-01,Letônia,2042183
1067,2014-01-01,Letônia,202079
1068,2015-01-01,Letônia,2001288
1069,2016-01-01,Letônia,1982621
1070,2017-01-01,Letônia,1964331
1071,2018-01-01,Letônia,1945394
1072,2019-01-01,Letônia,1925867
1073,2020-01-01,Letônia,1907244
1074,2021-01-01,Letônia,188686
1075,2022-01-01,Letônia,1860978
1076,2023-01-01,Letônia,1840324
1077,2024-01-01,Letônia,1820099
1078,2025-01-01,Letônia,1800381
1079,2026-01-01,Letônia,1781211
1080,2007-01-01,Noruega,4681543
1081,2008-01-01,Noruega,473761
1082,2009-01-01,Noruega,4799698
1083,2010-01-01,Noruega,4858701
1084,2011-01-01,Noruega,4920781
1085,2012-01-01,Noruega,4986341
1086,2013-01-01,Noruega,5051771
1087,2014-01-01,Noruega,5109566
1088,2015-01-01,Noruega,5166281
1089,2016-01-01,Noruega,5214432
1090,2017-01-01,Noruega,5258747
1091,2018-01-01,Noruega,5296038
1092,2019-01-01,Noruega,5328602
1093,2020-01-01,Noruega,5367955
1094,2021-01-01,Noruega,5391723
1095,2022-01-01,Noruega,5414319
1096,2023-01-01,Noruega,5454319
1097,2024-01-01,Noruega,5494401
1098,2025-01-01,Noruega,5534553
1099,2026-01-01,Noruega,5574384
1100,2007-01-01,Suécia,9133296
1101,2008-01-01,Suécia,9195249
1102,2009-01-01,Suécia,9263292
1103,2010-01-01,Suécia,9339534
1104,2011-01-01,Suécia,9423925
1105,2012-01-01,Suécia,951085
1106,2013-01-01,Suécia,9601123
1107,2014-01-01,Suécia,9696741
1108,2015-01-01,Suécia,9798276
1109,2016-01-01,Suécia,9900421
1110,2017-01-01,Suécia,10006213
1111,2018-01-01,Suécia,10110167
1112,2019-01-01,Suécia,10214429
1113,2020-01-01,Suécia,10321414
1114,2021-01-01,Suécia,10416525
1115,2022-01-01,Suécia,10517669
1116,2023-01-01,Suécia,10581025
1117,2024-01-01,Suécia,10643147
1118,2025-01-01,Suécia,10704192
1119,2026-01-01,Suécia,10763542
1120,2007-01-01,Reino Unido,61024673
1121,2008-01-01,Reino Unido,61496679
1122,2009-01-01,Reino Unido,61987622
1123,2010-01-01,Reino Unido,62499133
1124,2011-01-01,Reino Unido,63020944
1125,2012-01-01,Reino Unido,6355178
1126,2013-01-01,Reino Unido,64065674
1127,2014-01-01,Reino Unido,6453892
1128,2015-01-01,Reino Unido,65008088
1129,2016-01-01,Reino Unido,6544064
1130,2017-01-01,Reino Unido,65869766
1131,2018-01-01,Reino Unido,66259843
1132,2019-01-01,Reino Unido,66606144
1133,2020-01-01,Reino Unido,66951174
1134,2021-01-01,Reino Unido,67167774
1135,2022-01-01,Reino Unido,67394305
1136,2023-01-01,Reino Unido,67623566
1137,2024-01-01,Reino Unido,67850038
1138,2025-01-01,Reino Unido,68072841
1139,2026-01-01,Reino Unido,6828837
1140,2007-01-01,Bósnia e Herzegovina,403973
1141,2008-01-01,Bósnia e Herzegovina,3976021
1142,2009-01-01,Bósnia e Herzegovina,3910762
1143,2010-01-01,Bósnia e Herzegovina,3844738
1144,2011-01-01,Bósnia e Herzegovina,3777438
1145,2012-01-01,Bósnia e Herzegovina,3708845
1146,2013-01-01,Bósnia e Herzegovina,3639903
1147,2014-01-01,Bósnia e Herzegovina,3595214
1148,2015-01-01,Bósnia e Herzegovina,3546921
1149,2016-01-01,Bósnia e Herzegovina,3501727
1150,2017-01-01,Bósnia e Herzegovina,3460245
1151,2018-01-01,Bósnia e Herzegovina,3419809
1152,2019-01-01,Bósnia e Herzegovina,3380449
1153,2020-01-01,Bósnia e Herzegovina,3340974
1154,2021-01-01,Bósnia e Herzegovina,3295841
1155,2022-01-01,Bósnia e Herzegovina,3246045
1156,2023-01-01,Bósnia e Herzegovina,3221008
1157,2024-01-01,Bósnia e Herzegovina,3200687
1158,2025-01-01,Bósnia e Herzegovina,3188069
1159,2026-01-01,Bósnia e Herzegovina,3175044
1160,2007-01-01,Croácia,4411843
1161,2008-01-01,Croácia,4399221
1162,2009-01-01,Croácia,4388107
1163,2010-01-01,Croácia,4376152
1164,2011-01-01,Croácia,4361212
1165,2012-01-01,Croácia,4342471
1166,2013-01-01,Croácia,4320718
1167,2014-01-01,Croácia,4296989
1168,2015-01-01,Croácia,4270955
1169,2016-01-01,Croácia,4238675
1170,2017-01-01,Croácia,4208827
1171,2018-01-01,Croácia,4176106
1172,2019-01-01,Croácia,4144864
1173,2020-01-01,Croácia,4114639
1174,2021-01-01,Croácia,40791
1175,2022-01-01,Croácia,4041171
1176,2023-01-01,Croácia,4019544
1177,2024-01-01,Croácia,3997689
1178,2025-01-01,Croácia,3975565
1179,2026-01-01,Croácia,3953218
1180,2007-01-01,Gibraltar,29795
1181,2008-01-01,Gibraltar,30197
1182,2009-01-01,Gibraltar,306
1183,2010-01-01,Gibraltar,31037
1184,2011-01-01,Gibraltar,31487
1185,2012-01-01,Gibraltar,31916
1186,2013-01-01,Gibraltar,32403
1187,2014-01-01,Gibraltar,32419
1188,2015-01-01,Gibraltar,32485
1189,2016-01-01,Gibraltar,32554
1190,2017-01-01,Gibraltar,32576
1191,2018-01-01,Gibraltar,32628
1192,2019-01-01,Gibraltar,32668
1193,2020-01-01,Gibraltar,32703
1194,2021-01-01,Gibraltar,32714
1195,2022-01-01,Gibraltar,32625
1196,2023-01-01,Gibraltar,32673
1197,2024-01-01,Gibraltar,32704
1198,2025-01-01,Gibraltar,32731
1199,2026-01-01,Gibraltar,32754
1200,2007-01-01,Grécia,11100834
1201,2008-01-01,Grécia,11082151
1202,2009-01-01,Grécia,11065096
1203,2010-01-01,Grécia,11045896
1204,2011-01-01,Grécia,1102167
1205,2012-01-01,Grécia,10987779
1206,2013-01-01,Grécia,1093949
1207,2014-01-01,Grécia,10889521
1208,2015-01-01,Grécia,10836416
1209,2016-01-01,Grécia,10776866
1210,2017-01-01,Grécia,10722618
1211,2018-01-01,Grécia,10661839
1212,2019-01-01,Grécia,10604702
1213,2020-01-01,Grécia,10543346
